title,author
All That Remains: Scarpetta 3 (Kay Scarpetta),Patricia Cornwell
Port Mortuary (Kay Scarpetta),Patricia Cornwell
The Sisterhood,Michael Palmer
Cross Bones (A Temperance Brennan Novel),Kathy Reichs
The Liminal People: A Novel,Ayize Jama-Everett
Plum Island,Nelson DeMille
"Dirty Rotten Scoundrel: A J. J. Graves Mystery, Volume 3",Liliana Hart
The World Beneath (A Joe Tesla Novel) (Volume 1),Rebecca Cantrell
Error in Diagnosis: A Medical Thriller,Mason Lucas M. D.
Fallen Angel,Chuck Logan
Symbiont (Parasitology),Mira Grant
The End of Healing,Jim Bailey
Crisis,Robin Cook
Yesterday's Kin,Nancy Kress
Oath of Office,Michael Palmer
Postmortem: A Mystery Introducing Dr. Kay Scarpetta,Patricia Cornwell
Harvest,Tess Gerritsen
A Case of Need,Michael Crichton
The First Hostage: A J. B. Collins Novel,Joel C. Rosenberg
Persuader (Jack Reacher),Lee Child
The Insider Threat: A Pike Logan Thriller,Brad Taylor
Act of War: A Thriller (The Scot Harvath Series),Brad Thor
The Ghost of Fort Leavenworth,Kelly Antoine
The Remaining,D.J. Molles
The Eye of God (Sigma Force),James Rollins
Command Authority (A Jack Ryan Novel),Tom Clancy
Tomorrow War: The Chronicles of Max [Redacted],J. L. Bourne
The Escape (John Puller Series),David Baldacci
"Threat Vector (Jack Ryan, Jr.)",Tom Clancy
All Necessary Force: A Pike Logan Thriller,Brad Taylor
The Widow's Strike: A Pike Logan Thriller,Brad Taylor
One Rough Man: A Pike Logan Thriller,Brad Taylor
Sanctuary: A Postapocalyptic Novel (The New World Series),G. Michael Hopf
The Long Road: A Postapocalyptic Novel (The New World Series),G. Michael Hopf
Raise the Titanic! (Dirk Pitt Adventure),Clive Cussler
Serpent: A Novel from the NUMA Files,Clive Cussler
Deadly Coast,R. E. McDermott
Ready to Kill (The Nathan McBride Series),Andrew Peterson
The Trident Deception,Rick Campbell
Clear by Fire: A Search and Destroy Thriller,Joshua Hood
Dead or Alive (A Jack Ryan Novel),Tom Clancy
Merkiaari Wars Series: Books 1-3,Mark E. Cooper
Executive Orders (A Jack Ryan Novel),Tom Clancy
Tipping Point: The War With ChinaThe First Salvo (Dan Lenson Novels),David Poyer
Tom Clancy Full Force And Effect (A Jack Ryan Novel),Mark Greaney
Never Let Me Go,Kazuo Ishiguro
A Tale for the Time Being: A Novel,Ruth Ozeki
The Silent Wife: A Novel,A. S. A. Harrison
The Picture of Dorian Gray (Dover Thrift Editions),Oscar Wilde
The Storyteller,Jodi Picoult
The Days of Abandonment: 10th Anniversary Edition,Elena Ferrante
So You Don't Get Lost in the Neighborhood,Patrick Modiano
Before I Go to Sleep: A Novel,S. J. Watson
Last One Home: A Novel,Debbie Macomber
White Teeth: A Novel,Zadie Smith
Angle of Repose,Wallace Stegner
Wolf in White Van: A Novel,John Darnielle
Carrie,Stephen King
Open City: A Novel,Teju Cole
Insurgent,Veronica Roth
You Too Can Have a Body Like Mine: A Novel,Alexandra Kleeman
Interview with the Vampire,Anne Rice
The Lovely Bones,Alice Sebold
The Painter,Peter Heller
House Rules: A Novel,Jodi Picoult
Authority: A Novel (The Southern Reach Trilogy),Jeff VanderMeer
Diary: A Novel,Chuck Palahniuk
Day of Wrath,William R. Forstchen
Trapeze,Simon Mawer
Red Sparrow: A Novel,Jason Matthews
American Assassin: A Thriller (The Mitch Rapp Series),Vince Flynn
Bad Luck and Trouble (Jack Reacher),Lee Child
Robert Ludlum's (TM) The Patriot Attack (Covert-One series),Kyle Mills
Gone Tomorrow (Jack Reacher),Lee Child
Separation of Power (The Mitch Rapp Series),Vince Flynn
Memorial Day (The Mitch Rapp Series),Vince Flynn
Our Man in Havana (Penguin Classics),Graham Greene
The Spy Who Came in from the Cold: A George Smiley Novel (George Smiley Novels),John Le Carre
Act of Treason (A Mitch Rapp Novel),Vince Flynn
Term Limits,Vince Flynn
Countdown to Mecca: A Thriller,Michael Savage
Extreme Measures: A Thriller (The Mitch Rapp Series),Vince Flynn
The Unlikely Spy,Daniel Silva
Blowback: A Thriller,Brad Thor
Your Next Breath: A Novel,Iris Johansen
Trinity,Leon Uris
Revival: A Novel,Stephen King
A Discovery of Witches: A Novel (All Souls Trilogy),Deborah Harkness
Severed Souls: A Richard and Kahlan Novel,Terry Goodkind
The Eyes of the Dragon,Stephen King
The Passage: A Novel (Book One of The Passage Trilogy),Justin Cronin
Odd Interlude: A Special Odd Thomas Adventure,Dean Koontz
Robert Kirkman's The Walking Dead: Descent (The Walking Dead Series),Jay Bonansinga
Forever Odd: An Odd Thomas Novel,Dean Koontz
The Wolf Gift: The Wolf Gift Chronicles (1),Anne Rice
Odd Hours: An Odd Thomas Novel,Dean Koontz
The Walking Dead: The Fall of the Governor: Parts 1 and 2 (The Walking Dead Series),Robert Kirkman
Crime Rave,Sezin Koehler
"The Searcher: A Novel  (Solomon Creed Series, Book 1)",Simon Toyne
Angel Fire (The Ryan Chronicles) (Volume 5),J.E. Taylor
A Better World (The Brilliance Trilogy),Marcus Sakey
John Dies at the End,David Wong
I Am Not A Serial Killer (John Cleaver),Dan Wells
The Bell Witch: An American Haunting,Brent Monahan
The Walking Dead: Rise of the Governor and The Road to Woodbury (The Walking Dead Series),Robert Kirkman
The Moonlit Mind: A Tale of Suspense,Dean Koontz
Innocence: A Novel,Dean Koontz
The Shadow of the Wind,Carlos Ruiz ZafÃ³n
Cross Roads,Wm. Paul Young
Tripwire: A Jack Reacher Novel,Lee Child
The Stand,Stephen King
The Circuit: Stories from the Life of a Migrant Child,Francisco JimÃ©nez
Beautiful You,Chuck Palahniuk
The Post-Human Omnibus: Books 1-4,David Simpson
Rainbow Six (A Jack Ryan Novel),Tom Clancy
Every Crooked Path: The Bowers Files,Steven James
A Dream of Ice: EarthEnd Saga #2,Gillian Anderson
Mona Lisa Overdrive,William Gibson
"The Atlantis World: The Origin Mystery, Book 3",A.G. Riddle
The Peripheral,William Gibson
Freedom (TM),Daniel Suarez
The Eight,Katherine Neville
Prey,Michael Crichton
Consumed: A Novel,David Cronenberg
Robogenesis,Daniel H. Wilson
The Cardinal of the Kremlin (A Jack Ryan Novel),Tom Clancy
Mount Dragon,Douglas Preston
Flight of the Old Dog,Dale Brown
A Vision of Fire: A Novel (Earthend Saga),Gillian Anderson
Space: A Novel,James A. Michener
Biowar (Deep Black Series),Stephen Coonts
The Red: First Light (The Red Trilogy),Linda Nagata
Shock Wave (Dirk Pitt Adventure),Clive Cussler
The Swarm: A Novel,Frank Schatzing
"Swarm: Star Force, Book 1",B. V. Larson
"The Synchronicity War, Part 1",Dietmar Wehr
Mr. Penumbra's 24-Hour Bookstore: A Novel,Robin Sloan
"Exile: Star Force, Book 11",B.V. Larson
Plotting and Writing Suspense Fiction,Patricia Highsmith
"Now Write! Mysteries: Suspense, Crime, Thriller, and Other Mystery Fiction Exercises from Today's Best  Writers and Teachers",Sherry Ellis
Invoking the Scribes of Ancient Egypt: The Initiatory Path of Spiritual Journaling,Normandi Ellis
More Forensics and Fiction: Crime Writers' Morbidly Curious Questions Expertly Answered (Marder and Mayhem),Douglas P. Lyle
"Forensics and Fiction: Clever, Intriguing, and Downright Odd Questions from Crime Writers",D. P. Lyle
Time to Be in Earnest: A Fragment of Autobiography,P.D. James
Writing Murder: A Basic Guide to Writing Mystery Novels,William Kent Krueger
A World of My Own (The mariner's library),Robin Knox-Johnston
Forensic Speak: How to Write Realistic Crime Dramas,Dornbush Jennifer
Dorothy L. Sayers: Her Life and Soul,Barbara Reynolds
Private Eyes: A Writer's Guide to Private Investigating (Howdunit Writing),Hal Blythe
The Sound of Detection: Ellery Queen's Adventures in Radio,Francis M. Nevins
How to Write Mysteries (Genre Writing Series),Shannon O'Cork
Agatha Christie: A Biography,Janet Morgan
"The Raymond Chandler Papers: Selected Letters and Non-fiction, 1909-1959",Raymond Chandler
Self Portrait: Ceaselessly Into The Past,Ross McDonald
The Devil's Guide to Hollywood: The Screenwriter as God!,Joe Eszterhas
The Detective Story : An Introduction to the World's Great Whodunit Sleuths and their Creators,McGraw-Hill Education
"Mystery Voices (Brownstone Mystery Guides,)",Dale Salwak
The Making of a Writer,Joan Lowery Nixon
A Lot to Remember: A Supernatural Journey Through Thr French Province of Lot (Joan Grant Autobiography),Joan Grant
How to write mysteries: A writer's notebook,Joseph Merrick
Modus Operandi: A Writer's Guide to How Criminals Work (Howdunit),Mauro V. Corvasce
How to Write a Thriller,Scott Mariani
A Knight of the Seven Kingdoms (A Song of Ice and Fire),George R. R. Martin
Player's Handbook (Dungeons & Dragons),Wizards RPG Team
Dungeon Master's Guide (D&D Core Rulebook),Wizards RPG Team
Aftermath: Star Wars: Journey to Star Wars: The Force Awakens,Chuck Wendig
The Cinder Spires: the Aeronaut's Windlass,Jim Butcher
The Jedi Path: A Manual for Students of the Force [Vault Edition],Daniel Wallace
"The Outlandish Companion Volume Two: The Companion to The Fiery Cross, A Breath of Snow and Ashes, An Echo in the Bone, and Written in My Own Heart's Blood (Outlander)",Diana Gabaldon
Hell's Foundations Quiver (Safehold),David Weber
The Bounty Hunter Code: From the Files of Boba Fett,Daniel Wallace
Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon
Dungeons & Dragons Starter Set: Fantasy Roleplaying Game Starter Set (D&D Boxed Game),Wizards RPG Team
"Unicorns Are Jerks: a coloring book exposing the cold, hard, sparkly truth",Theo Nicole Lorenz
Doctor Who Mad Libs,Price Stern Sloan
Slaughterhouse-Five,Kurt Vonnegut
Dragonfly in Amber (Outlander),Diana Gabaldon
"The Wheel of Time Companion: The People, Places and History of the Bestselling Series",Robert Jordan
"A Game of Thrones (A Song of Ice and Fire, Book 1)",George R. R. Martin
The Wise Man's Fear: The Kingkiller Chronicle: Day Two,Patrick Rothfuss
Warheart (Richard and Kahlan),Terry Goodkind
Voyager (Outlander),Diana Gabaldon
A Breath of Snow and Ashes (Outlander),Diana Gabaldon
PokÃ©mon Omega Ruby & PokÃ©mon Alpha Sapphire: The Official National PokÃ©dex,Pokemon Company International
Atlas Shrugged,Ayn Rand
A Call to Arms (Manticore Ascendant),David Weber
Down the Rabbit Hole,J. D. Robb
The Slow Regard of Silent Things,Patrick Rothfuss
Wind/Pinball: Two novels,Haruki Murakami
"The Familiar, Volume 2: Into the Forest",Mark Z. Danielewski
"Harry Potter: Magical Places from the Films: Hogwarts, Diagon Alley, and Beyond",Jody Revenson
Fire Touched: A Mercy Thompson Novel,Patricia Briggs
The Time of Contempt (The Witcher),Andrzej Sapkowski
God Help the Child: A novel,Toni Morrison
"The Way of Kings (Stormlight Archive, The)",Brandon Sanderson
The Chronicles of Narnia,C.S. Lewis
Something Wicked This Way Comes,Ray Bradbury
The Once and Future King,Terence Hanbury White
The Fellowship of the Ring: Being the First Part of The Lord of the Rings,J.R.R. Tolkien
Midnight's Children: A Novel (Modern Library 100 Best Novels),Salman Rushdie
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami
Hyperion (Hyperion Cantos),Dan Simmons
Look Who's Back,Timur Vermes
Fatherland: A Novel,Robert Harris
Vision in Silver: A Novel of the Others,Anne Bishop
"Bombs Away: The Hot War (Hot War, The)",Harry Turtledove
The Plot Against America,Philip Roth
"His Majesty's Dragon (Temeraire, Book 1)",Naomi Novik
Erewhon,Samuel Butler
The Japanese Devil Fish Girl and Other Unnatural Attractions,Robert Rankin
Rewinder (Rewinder Series),Brett Battles
The Science of Discworld: A Novel,Terry Pratchett
The Red Garden,Alice Hoffman
Victory of Eagles (Temeraire),Naomi Novik
1636: The Cardinal Virtues (The Ring of Fire),Eric Flint
Wild Seed,Octavia E. Butler
Lavinia,Ursula K. Le Guin
The Protector's War: A Novel of the Change (Change Series),S. M. Stirling
Meridian,Alice Walker
The Jefferson Key (with bonus short story The Devil's Gold): A Novel (Cotton Malone),Steve Berry
"Bayonets, Balloons & Ironclads: Britain and France Take Sides with the South (Britannia's First Trilogy)",Peter G. Tsouras
The Spider in the Laurel (Rafael Ward),Michael Pogach
Pym: A Novel,Mat Johnson
Eternal Infinite (Infinite Series) (Volume 1),Pam Kesterson
1897: Aliens! Vampires! Zombies!,Sean Michael Welch
Island in the Sea of Time,S. M. Stirling
If The South Had Won The Civil War,MacKinlay Kantor
World War 1990: Operation Arctic Storm,William Stroock
The Iron Dream,Norman Spinrad
Dracula (Spanish Edition),Bram Stoker
Clovis Dardentor (Spanish Edition),julio verne
Working for Bigfoot,Jim Butcher
Crucible: All-New Tales of Valdemar,Mercedes Lackey
I Have No Mouth and I Must Scream,Harlan Ellison
"The Blissed Out Chef: A celebration of life, love and food",Laurel Herman
Heiresses of Russ 2015: The Year's Best Lesbian Speculative Fiction,Nicola Griffith
Dead But Not Forgotten: Stories from the World of Sookie Stackhouse,Charlaine Harris
"The End of the Story: The Collected Fantasies, Vol. 1 (The Collected Fantasies of Clark Ashton Smith)",Clark  Ashton Smith
Led Astray: The Best of Kelley Armstrong,Kelley Armstrong
Ghost Summer: Stories,Tananarive Due
Deeds of Honor: Paksenarrion World Chronicles,Elizabeth Moon
A Dictionary of Tolkien,David Day
"Aye, and Gomorrah: And Other Stories",Samuel R. Delany
Dreams of Distant Shores,Patricia A. McKillip
That's Not a Fish!,F. J. Peppers
Weirdbook 31,Adrian Cole
City of Saints and Madmen,Jeff Vandermeer
Deadman's Road,Joe R Lansdale
"The Wide, Carnivorous Sky and Other Monstrous Geographies",John Langan
Protectors 2: Heroes: Stories to Benefit PROTECT (Protectors Anthologies),Joyce Carol Oates
"The Unreal and the Real: Selected Stories Volume Two: Outer Space, Inner Lands",Ursula K. Le Guin
Deathbird Stories,Harlan Ellison
The Year's Best Science Fiction & Fantasy Novellas 2015,Paula Guran
Year's Best Weird Fiction Volume 1,Jeffery Ford
The Merlin Trilogy,Mary Stewart
"The Crystal Cave (The Arthurian Saga, Book 1)",Mary Stewart
Enemy of God (The Arthur Books #2),Bernard Cornwell
"The Last Enchantment (The Arthurian Saga, Book 3)",Mary Stewart
"The Wicked Day (The Arthurian Saga, Book 4)",Mary Stewart
"Merlin (The Pendragon Cycle , Book 2)",Stephen R. Lawhead
"The Eagles' Brood (The Camulod Chronicles, Book 3)",Jack Whyte
The Book of Merlyn: The Unpublished Conclusion to the Once and Future King,T. H. White
Queen of Camelot,Nancy McKenzie
"The Lance Thrower (The Camulod Chronicles, Book 8)",Jack Whyte
Lancelot and the Wolf,Sarah Luddington
"Under a Velvet Cloak  (Incarnations of Immortality, Book 8)",Piers Anthony
"Stone Lord: The Legend of King Arthur, the Era of Stonehenge",J. P. Reedman
"Knight of Darkness (Lords of Avalon, Book 2)",Kinley MacGregor
Gwenhwyfar: The White Spirit (A Novel of King Arthur),Mercedes Lackey
Avalon: The Return of King Arthur,Stephen R. Lawhead
Legends of King Arthur: Idylls of the King,Lord Alfred Tennyson
Hawk of May (Down the Long Wind),Gillian Bradshaw
"Uther (The Camulod Chronicles, Book 7)",Jack Whyte
Mad Merlin,J. Robert King
Excalibur: The Camelot Wars (Book One),Michael Clary
The Nick Merlin Chronicles: Crime fighting by magic in an alternate universe,Alvin Vogel
"Guenevere, Queen of the Summer Country (Guenevere Novels)",Rosalind Miles
Le Morte D'Avalon (Arthurian Novel),J. Robert King
The Lost Years of Merlin,T. A. Barron
The Story of King Arthur and His Knights (Classic Reprint),Howard Pyle
"The House Of Pendragon, Book II: The Recruit",Debra A. Kemp
The Hawk's Gray Feather (Keltiad),Patricia Kennealy
"The Book of the Sword / The Book of the Spear (Hallowed Isle, Books 1-2)",Diana L. Paxson
Strange Devices of the Sun and Moon,Lisa Goldstein
"Priestess of Avalon (Avalon, Book 4)",Marion Zimmer Bradley
The Broken Sword,Molly Cochran
The Raven Warrior (Tales of Guinevere),Alice Borchardt
Half a King (Shattered Sea),Joe Abercrombie
Fool's Assassin: Book I of the Fitz and the Fool Trilogy,Robin Hobb
The Dark Passenger,Joshua Thomas
The Beautiful Ashes (A Broken Destiny Novel),Jeaniene Frost
A Spark of Magic: Chosen Saga Book One,J. L. Clayton
Wake of Vultures (The Shadow),Lila Bowen
Provex City (Lorne Family Vault) (Volume 1),Michael Pierce
Dawn of Wonder (The Wakening) (Volume 1),Jonathan Renshaw
The Shadow Of What Was Lost (The Licanius Trilogy) (Volume 1),James Islington
The Oath Saga: Winter's Frost (Volume 2),Karlie Mavre
Eleanor: A Novel,Jason Gurley
The Chronicles of Dragon Collection,Craig Halloran
A Stranger in Olondria: a novel,Sofia Samatar
Mira Corpora,Jeff Jackson
Young Gods: A Door Into Darkness (Volume 1),J. Daniel Batt
The Geneva Project - Truth (Volume 1),Christina Benjamin
Chased by Fire (The Cloud Warrior Saga) (Volume 1),D.K. Holmberg
The Book of Lost Things: A Novel,John Connolly
Blood of Innocents (Sorcery Ascendant),Mitchell Hogan
How to be a Mermaid: A Falling in Deep Collection Novella,Erin Hayes
Elizabeth Hazel and the Day of Desires,Katie Humphrey
Inconsistent,Alexandra Akre
The Last Kinmark (The Kinmark Saga) (Volume 1),Josh Brannan
Spiral Path (Night Calls) (Volume 3),Katharine Eliska Kimbriel
Trixter (The Trix Adventures) (Volume 1),Alethea Kontis
World Magic (Star Mage #2) (The Star Mage series) (Volume 2),Anneliese Belmond
A Demon's Wrath (Peachville High Demons) (Volume 7),Sarra Cannon
"Brazen: The Gilded Series, Book 3",Christina Farley
Dominion of the Star,Angelica Clyman
Different (Tainted Elements) (Volume 1),Alycia Linwood
Among Others,Jo Walton
Nightblade (The Nightblade Volumes) (Volume 1),Garrett Robinson
Ruin (The Faithful and the Fallen),John Gwynne
Queen of Fire (Raven's Shadow),Anthony Ryan
King of Thorns  (The Broken Empire),Mark Lawrence
Chronicles of the Black Company,Glen Cook
"Seven Forges: Seven Forges, Book I",James A. Moore
The Hanging Tree: A Rivers of London Novel,Ben Aaronovitch
Books of the South: Tales of the Black Company (Shadow Games / Dreams of Steel / The Silver Spike),Glen Cook
Twelve Kings in Sharakhai: The Song of Shattered Sands: Book One,Bradley P. Beaulieu
Bound By Darkness (Death Teasers ),James Michael McMann
Shadows for Silence in the Forest of Hell: A Cosmere Novella,Brandon Sanderson
Conspiracy of Angels: Novels of the Shadowside 1,Michelle Belanger
The Mill,J D H
Maplecroft,Cherie Priest
Magic Rises (Kate Daniels),Ilona Andrews
The Rise of the Horned Rat (The End Times),Guy Haley
