title,author,groups,maxgroup
"Dirty Rotten Scoundrel: A J. J. Graves Mystery, Volume 3",Liliana Hart,6,6
The World Beneath (A Joe Tesla Novel) (Volume 1),Rebecca Cantrell,6,6
Fallen Angel,Chuck Logan,5,5
Symbiont (Parasitology),Mira Grant,5,5
The End of Healing,Jim Bailey,6,6
Crisis,Robin Cook,6,6
Yesterday's Kin,Nancy Kress,6,6
Oath of Office,Michael Palmer,5,5
Postmortem: A Mystery Introducing Dr. Kay Scarpetta,Patricia Cornwell,0,0
Harvest,Tess Gerritsen,2,2
A Case of Need,Michael Crichton,5,5
Persuader (Jack Reacher),Lee Child,6,6
The Insider Threat: A Pike Logan Thriller,Brad Taylor,5,5
Act of War: A Thriller (The Scot Harvath Series),Brad Thor,0,0
The Ghost of Fort Leavenworth,Kelly Antoine,6,6
The Eye of God (Sigma Force),James Rollins,6,6
Command Authority (A Jack Ryan Novel),Tom Clancy,6,6
The Escape (John Puller Series),David Baldacci,2,2
"Threat Vector (Jack Ryan, Jr.)",Tom Clancy,6,6
All Necessary Force: A Pike Logan Thriller,Brad Taylor,5,5
The Widow's Strike: A Pike Logan Thriller,Brad Taylor,5,5
One Rough Man: A Pike Logan Thriller,Brad Taylor,4,4
Raise the Titanic! (Dirk Pitt Adventure),Clive Cussler,6,6
Serpent: A Novel from the NUMA Files,Clive Cussler,6,6
Ready to Kill (The Nathan McBride Series),Andrew Peterson,5,5
The Trident Deception,Rick Campbell,6,6
Clear by Fire: A Search and Destroy Thriller,Joshua Hood,6,6
Dead or Alive (A Jack Ryan Novel),Tom Clancy,6,6
Executive Orders (A Jack Ryan Novel),Tom Clancy,6,6
Tipping Point: The War With ChinaThe First Salvo (Dan Lenson Novels),David Poyer,4,4
Tom Clancy Full Force And Effect (A Jack Ryan Novel),Mark Greaney,6,6
Never Let Me Go,Kazuo Ishiguro,6,6
A Tale for the Time Being: A Novel,Ruth Ozeki,6,6
The Picture of Dorian Gray (Dover Thrift Editions),Oscar Wilde,6,6
The Storyteller,Jodi Picoult,2,2
So You Don't Get Lost in the Neighborhood,Patrick Modiano,6,6
Last One Home: A Novel,Debbie Macomber,4,4
White Teeth: A Novel,Zadie Smith,6,6
Angle of Repose,Wallace Stegner,6,6
Wolf in White Van: A Novel,John Darnielle,6,6
Carrie,Stephen King,6,6
Open City: A Novel,Teju Cole,5,5
Insurgent,Veronica Roth,6,6
You Too Can Have a Body Like Mine: A Novel,Alexandra Kleeman,6,6
Interview with the Vampire,Anne Rice,6,6
The Lovely Bones,Alice Sebold,6,6
The Painter,Peter Heller,6,6
House Rules: A Novel,Jodi Picoult,5,5
Authority: A Novel (The Southern Reach Trilogy),Jeff VanderMeer,6,6
Diary: A Novel,Chuck Palahniuk,2,2
Trapeze,Simon Mawer,6,6
Red Sparrow: A Novel,Jason Matthews,2,2
American Assassin: A Thriller (The Mitch Rapp Series),Vince Flynn,2,2
Bad Luck and Trouble (Jack Reacher),Lee Child,6,6
Robert Ludlum's (TM) The Patriot Attack (Covert-One series),Kyle Mills,5,5
Gone Tomorrow (Jack Reacher),Lee Child,0,0
Separation of Power (The Mitch Rapp Series),Vince Flynn,2,2
Memorial Day (The Mitch Rapp Series),Vince Flynn,2,2
Our Man in Havana (Penguin Classics),Graham Greene,"4,0",4
The Spy Who Came in from the Cold: A George Smiley Novel (George Smiley Novels),John Le Carre,5,5
Act of Treason (A Mitch Rapp Novel),Vince Flynn,2,2
Term Limits,Vince Flynn,2,2
Countdown to Mecca: A Thriller,Michael Savage,5,5
Extreme Measures: A Thriller (The Mitch Rapp Series),Vince Flynn,2,2
The Unlikely Spy,Daniel Silva,6,6
Blowback: A Thriller,Brad Thor,0,0
Your Next Breath: A Novel,Iris Johansen,0,0
Trinity,Leon Uris,2,2
Revival: A Novel,Stephen King,6,6
A Discovery of Witches: A Novel (All Souls Trilogy),Deborah Harkness,6,6
Severed Souls: A Richard and Kahlan Novel,Terry Goodkind,6,6
The Eyes of the Dragon,Stephen King,6,6
The Passage: A Novel (Book One of The Passage Trilogy),Justin Cronin,0,0
Odd Interlude: A Special Odd Thomas Adventure,Dean Koontz,6,6
Robert Kirkman's The Walking Dead: Descent (The Walking Dead Series),Jay Bonansinga,6,6
Forever Odd: An Odd Thomas Novel,Dean Koontz,6,6
The Wolf Gift: The Wolf Gift Chronicles (1),Anne Rice,6,6
Odd Hours: An Odd Thomas Novel,Dean Koontz,6,6
The Walking Dead: The Fall of the Governor: Parts 1 and 2 (The Walking Dead Series),Robert Kirkman,6,6
Crime Rave,Sezin Koehler,6,6
"The Searcher: A Novel  (Solomon Creed Series, Book 1)",Simon Toyne,0,0
A Better World (The Brilliance Trilogy),Marcus Sakey,6,6
John Dies at the End,David Wong,2,2
I Am Not A Serial Killer (John Cleaver),Dan Wells,4,4
The Bell Witch: An American Haunting,Brent Monahan,6,6
The Walking Dead: Rise of the Governor and The Road to Woodbury (The Walking Dead Series),Robert Kirkman,6,6
The Moonlit Mind: A Tale of Suspense,Dean Koontz,6,6
Innocence: A Novel,Dean Koontz,0,0
Tripwire: A Jack Reacher Novel,Lee Child,6,6
The Stand,Stephen King,6,6
Beautiful You,Chuck Palahniuk,2,2
The Post-Human Omnibus: Books 1-4,David Simpson,4,4
Rainbow Six (A Jack Ryan Novel),Tom Clancy,6,6
Every Crooked Path: The Bowers Files,Steven James,6,6
A Dream of Ice: EarthEnd Saga #2,Gillian Anderson,"2,4",2
Mona Lisa Overdrive,William Gibson,6,6
The Peripheral,William Gibson,6,6
Freedom (TM),Daniel Suarez,6,6
The Eight,Katherine Neville,6,6
Prey,Michael Crichton,4,4
Consumed: A Novel,David Cronenberg,2,2
The Cardinal of the Kremlin (A Jack Ryan Novel),Tom Clancy,6,6
Mount Dragon,Douglas Preston,0,0
Flight of the Old Dog,Dale Brown,6,6
A Vision of Fire: A Novel (Earthend Saga),Gillian Anderson,2,2
Biowar (Deep Black Series),Stephen Coonts,6,6
The Red: First Light (The Red Trilogy),Linda Nagata,6,6
Shock Wave (Dirk Pitt Adventure),Clive Cussler,6,6
The Swarm: A Novel,Frank Schatzing,6,6
"The Synchronicity War, Part 1",Dietmar Wehr,0,0
Plotting and Writing Suspense Fiction,Patricia Highsmith,0,0
"Now Write! Mysteries: Suspense, Crime, Thriller, and Other Mystery Fiction Exercises from Today's Best  Writers and Teachers",Sherry Ellis,6,6
Invoking the Scribes of Ancient Egypt: The Initiatory Path of Spiritual Journaling,Normandi Ellis,6,6
Writing Murder: A Basic Guide to Writing Mystery Novels,William Kent Krueger,6,6
Forensic Speak: How to Write Realistic Crime Dramas,Dornbush Jennifer,6,6
Dorothy L. Sayers: Her Life and Soul,Barbara Reynolds,6,6
Private Eyes: A Writer's Guide to Private Investigating (Howdunit Writing),Hal Blythe,0,0
Agatha Christie: A Biography,Janet Morgan,5,5
"The Raymond Chandler Papers: Selected Letters and Non-fiction, 1909-1959",Raymond Chandler,5,5
Self Portrait: Ceaselessly Into The Past,Ross McDonald,6,6
The Devil's Guide to Hollywood: The Screenwriter as God!,Joe Eszterhas,6,6
"Mystery Voices (Brownstone Mystery Guides,)",Dale Salwak,6,6
The Making of a Writer,Joan Lowery Nixon,5,5
A Lot to Remember: A Supernatural Journey Through Thr French Province of Lot (Joan Grant Autobiography),Joan Grant,5,5
How to write mysteries: A writer's notebook,Joseph Merrick,6,6
How to Write a Thriller,Scott Mariani,6,6
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,5,5
Dungeon Master's Guide (D&D Core Rulebook),Wizards RPG Team,5,5
Aftermath: Star Wars: Journey to Star Wars: The Force Awakens,Chuck Wendig,2,2
The Cinder Spires: the Aeronaut's Windlass,Jim Butcher,6,6
The Jedi Path: A Manual for Students of the Force [Vault Edition],Daniel Wallace,6,6
"The Outlandish Companion Volume Two: The Companion to The Fiery Cross, A Breath of Snow and Ashes, An Echo in the Bone, and Written in My Own Heart's Blood (Outlander)",Diana Gabaldon,4,4
Hell's Foundations Quiver (Safehold),David Weber,2,2
The Bounty Hunter Code: From the Files of Boba Fett,Daniel Wallace,6,6
Written in My Own Heart's Blood: A Novel (Outlander),Diana Gabaldon,4,4
Dungeons & Dragons Starter Set: Fantasy Roleplaying Game Starter Set (D&D Boxed Game),Wizards RPG Team,2,2
"Unicorns Are Jerks: a coloring book exposing the cold, hard, sparkly truth",Theo Nicole Lorenz,2,2
Doctor Who Mad Libs,Price Stern Sloan,0,0
Slaughterhouse-Five,Kurt Vonnegut,6,6
Dragonfly in Amber (Outlander),Diana Gabaldon,4,4
"The Wheel of Time Companion: The People, Places and History of the Bestselling Series",Robert Jordan,5,5
The Wise Man's Fear: The Kingkiller Chronicle: Day Two,Patrick Rothfuss,0,0
Warheart (Richard and Kahlan),Terry Goodkind,6,6
Voyager (Outlander),Diana Gabaldon,4,4
A Breath of Snow and Ashes (Outlander),Diana Gabaldon,4,4
Atlas Shrugged,Ayn Rand,0,0
A Call to Arms (Manticore Ascendant),David Weber,2,2
The Slow Regard of Silent Things,Patrick Rothfuss,0,0
Wind/Pinball: Two novels,Haruki Murakami,5,5
"Harry Potter: Magical Places from the Films: Hogwarts, Diagon Alley, and Beyond",Jody Revenson,5,5
Fire Touched: A Mercy Thompson Novel,Patricia Briggs,0,0
The Time of Contempt (The Witcher),Andrzej Sapkowski,6,6
God Help the Child: A novel,Toni Morrison,6,6
"The Way of Kings (Stormlight Archive, The)",Brandon Sanderson,2,2
Something Wicked This Way Comes,Ray Bradbury,0,0
The Once and Future King,Terence Hanbury White,6,6
Midnight's Children: A Novel (Modern Library 100 Best Novels),Salman Rushdie,6,6
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,5,5
Hyperion (Hyperion Cantos),Dan Simmons,2,2
Look Who's Back,Timur Vermes,6,6
Fatherland: A Novel,Robert Harris,6,6
Vision in Silver: A Novel of the Others,Anne Bishop,"4,0",4
"Bombs Away: The Hot War (Hot War, The)",Harry Turtledove,5,5
The Plot Against America,Philip Roth,5,5
"His Majesty's Dragon (Temeraire, Book 1)",Naomi Novik,0,0
Erewhon,Samuel Butler,2,2
The Japanese Devil Fish Girl and Other Unnatural Attractions,Robert Rankin,0,0
Rewinder (Rewinder Series),Brett Battles,0,0
The Science of Discworld: A Novel,Terry Pratchett,6,6
The Red Garden,Alice Hoffman,6,6
Victory of Eagles (Temeraire),Naomi Novik,0,0
1636: The Cardinal Virtues (The Ring of Fire),Eric Flint,6,6
Meridian,Alice Walker,6,6
The Jefferson Key (with bonus short story The Devil's Gold): A Novel (Cotton Malone),Steve Berry,6,6
The Spider in the Laurel (Rafael Ward),Michael Pogach,5,5
Pym: A Novel,Mat Johnson,6,6
Eternal Infinite (Infinite Series) (Volume 1),Pam Kesterson,6,6
1897: Aliens! Vampires! Zombies!,Sean Michael Welch,5,5
If The South Had Won The Civil War,MacKinlay Kantor,0,0
World War 1990: Operation Arctic Storm,William Stroock,6,6
The Iron Dream,Norman Spinrad,6,6
Dracula (Spanish Edition),Bram Stoker,5,5
Clovis Dardentor (Spanish Edition),julio verne,6,6
Working for Bigfoot,Jim Butcher,6,6
Crucible: All-New Tales of Valdemar,Mercedes Lackey,6,6
I Have No Mouth and I Must Scream,Harlan Ellison,6,6
"The Blissed Out Chef: A celebration of life, love and food",Laurel Herman,5,5
Heiresses of Russ 2015: The Year's Best Lesbian Speculative Fiction,Nicola Griffith,6,6
Dead But Not Forgotten: Stories from the World of Sookie Stackhouse,Charlaine Harris,6,6
"The End of the Story: The Collected Fantasies, Vol. 1 (The Collected Fantasies of Clark Ashton Smith)",Clark  Ashton Smith,6,6
Led Astray: The Best of Kelley Armstrong,Kelley Armstrong,6,6
Ghost Summer: Stories,Tananarive Due,6,6
Deeds of Honor: Paksenarrion World Chronicles,Elizabeth Moon,0,0
A Dictionary of Tolkien,David Day,2,2
Weirdbook 31,Adrian Cole,5,5
City of Saints and Madmen,Jeff Vandermeer,6,6
Deadman's Road,Joe R Lansdale,6,6
"The Wide, Carnivorous Sky and Other Monstrous Geographies",John Langan,6,6
Protectors 2: Heroes: Stories to Benefit PROTECT (Protectors Anthologies),Joyce Carol Oates,6,6
Deathbird Stories,Harlan Ellison,6,6
The Year's Best Science Fiction & Fantasy Novellas 2015,Paula Guran,6,6
Year's Best Weird Fiction Volume 1,Jeffery Ford,6,6
The Merlin Trilogy,Mary Stewart,6,6
"The Crystal Cave (The Arthurian Saga, Book 1)",Mary Stewart,6,6
Enemy of God (The Arthur Books #2),Bernard Cornwell,6,6
"The Last Enchantment (The Arthurian Saga, Book 3)",Mary Stewart,6,6
"The Wicked Day (The Arthurian Saga, Book 4)",Mary Stewart,6,6
"The Eagles' Brood (The Camulod Chronicles, Book 3)",Jack Whyte,6,6
Queen of Camelot,Nancy McKenzie,6,6
"The Lance Thrower (The Camulod Chronicles, Book 8)",Jack Whyte,6,6
Lancelot and the Wolf,Sarah Luddington,6,6
"Under a Velvet Cloak  (Incarnations of Immortality, Book 8)",Piers Anthony,6,6
"Knight of Darkness (Lords of Avalon, Book 2)",Kinley MacGregor,2,2
Gwenhwyfar: The White Spirit (A Novel of King Arthur),Mercedes Lackey,6,6
Legends of King Arthur: Idylls of the King,Lord Alfred Tennyson,6,6
Hawk of May (Down the Long Wind),Gillian Bradshaw,2,2
"Uther (The Camulod Chronicles, Book 7)",Jack Whyte,6,6
Excalibur: The Camelot Wars (Book One),Michael Clary,5,5
The Nick Merlin Chronicles: Crime fighting by magic in an alternate universe,Alvin Vogel,6,6
"Guenevere, Queen of the Summer Country (Guenevere Novels)",Rosalind Miles,6,6
The Story of King Arthur and His Knights (Classic Reprint),Howard Pyle,6,6
The Hawk's Gray Feather (Keltiad),Patricia Kennealy,0,0
Strange Devices of the Sun and Moon,Lisa Goldstein,2,2
"Priestess of Avalon (Avalon, Book 4)",Marion Zimmer Bradley,2,2
The Broken Sword,Molly Cochran,6,6
The Raven Warrior (Tales of Guinevere),Alice Borchardt,6,6
Half a King (Shattered Sea),Joe Abercrombie,6,6
Fool's Assassin: Book I of the Fitz and the Fool Trilogy,Robin Hobb,6,6
The Dark Passenger,Joshua Thomas,6,6
The Beautiful Ashes (A Broken Destiny Novel),Jeaniene Frost,2,2
Wake of Vultures (The Shadow),Lila Bowen,6,6
Provex City (Lorne Family Vault) (Volume 1),Michael Pierce,4,4
Dawn of Wonder (The Wakening) (Volume 1),Jonathan Renshaw,6,6
The Shadow Of What Was Lost (The Licanius Trilogy) (Volume 1),James Islington,6,6
The Oath Saga: Winter's Frost (Volume 2),Karlie Mavre,5,5
Eleanor: A Novel,Jason Gurley,2,2
The Chronicles of Dragon Collection,Craig Halloran,6,6
A Stranger in Olondria: a novel,Sofia Samatar,6,6
Mira Corpora,Jeff Jackson,2,2
The Geneva Project - Truth (Volume 1),Christina Benjamin,5,5
The Book of Lost Things: A Novel,John Connolly,0,0
Blood of Innocents (Sorcery Ascendant),Mitchell Hogan,0,0
How to be a Mermaid: A Falling in Deep Collection Novella,Erin Hayes,0,0
Elizabeth Hazel and the Day of Desires,Katie Humphrey,0,0
Inconsistent,Alexandra Akre,6,6
The Last Kinmark (The Kinmark Saga) (Volume 1),Josh Brannan,6,6
Spiral Path (Night Calls) (Volume 3),Katharine Eliska Kimbriel,6,6
Trixter (The Trix Adventures) (Volume 1),Alethea Kontis,6,6
World Magic (Star Mage #2) (The Star Mage series) (Volume 2),Anneliese Belmond,"2,5",2
A Demon's Wrath (Peachville High Demons) (Volume 7),Sarra Cannon,6,6
"Brazen: The Gilded Series, Book 3",Christina Farley,6,6
Dominion of the Star,Angelica Clyman,2,2
Different (Tainted Elements) (Volume 1),Alycia Linwood,6,6
Among Others,Jo Walton,6,6
Nightblade (The Nightblade Volumes) (Volume 1),Garrett Robinson,6,6
Ruin (The Faithful and the Fallen),John Gwynne,2,2
Queen of Fire (Raven's Shadow),Anthony Ryan,6,6
King of Thorns  (The Broken Empire),Mark Lawrence,6,6
Chronicles of the Black Company,Glen Cook,6,6
The Hanging Tree: A Rivers of London Novel,Ben Aaronovitch,5,5
Books of the South: Tales of the Black Company (Shadow Games / Dreams of Steel / The Silver Spike),Glen Cook,5,5
Bound By Darkness (Death Teasers ),James Michael McMann,"7,4",7
Shadows for Silence in the Forest of Hell: A Cosmere Novella,Brandon Sanderson,2,2
Conspiracy of Angels: Novels of the Shadowside 1,Michelle Belanger,2,2
The Mill,J D H,5,5
Maplecroft,Cherie Priest,6,6
Magic Rises (Kate Daniels),Ilona Andrews,2,2
The Rise of the Horned Rat (The End Times),Guy Haley,6,6
Wolves of the Calla: Dark Tower V,Stephen King,6,6
Trailer Park Fae (Gallow and Ragged),Lilith Saintcrow,4,4
Supernatural - Cold Fire (Supernatual),John Passarella,2,2
"Midnight Crossroad (Midnight, Texas)",Charlaine Harris,6,6
The Lesser Dead,Christopher Buehlman,5,5
"The Last Humanity: A Dystopian Society in a Post-Apocalyptic World: The Last Survivors, Book 3",Bobby Adair,6,6
"Karma: Karma Series, Book 1",Donna Augustine,2,2
Heaven's Forgotten,Branden Johnson,6,6
Let Me In,John Ajvide Lindqvist,6,6
Dirty Prayers,Gary McMahon,6,6
The First Confessor: The Legend of Magda Searus (Richard and Kahlan),Terry Goodkind,6,6
"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,6,6
The Magician King: A Novel (Magicians Trilogy),Lev Grossman,6,6
The Blade Itself (The First Law),Joe Abercrombie,6,6
"Assassin's Apprentice (The Farseer Trilogy, Book 1)",Robin Hobb,2,2
Haroun and the Sea of Stories,Salman Rushdie,6,6
"The Wheel of Time, Boxed Set I, Books 1-3: The Eye of the World, The Great Hunt, The Dragon Reborn",Robert Jordan,6,6
Before They Are Hanged (The First Law),Joe Abercrombie,6,6
Don Quixote (Penguin Classics),Miguel De Cervantes Saavedra,6,6
Last Argument of Kings (The First Law),Joe Abercrombie,4,4
The Magicians Trilogy Box Set,Lev Grossman,6,6
Sorcha: Awaken (Volume 1),Susan Alford,6,6
Mistborn: The Final Empire (Book No. 1),Brandon Sanderson,"0,4",0
Jonathan Strange & Mr. Norrell: A Novel,Susanna Clarke,6,6
A Darker Shade of Magic: A Novel,Victoria Schwab,6,6
Legacy of Kings (Blood of Gods and Royals),Eleanor Herman,2,2
Lord John and the Hand of Devils (Lord John Grey),Diana Gabaldon,4,4
"Spice & Wolf, Vol. 4",Isuna Hasekura,6,6
The Watchmaker of Filigree Street,Natasha Pulley,6,6
Children of Earth and Sky,Guy Gavriel Kay,6,6
The Heroes,Joe Abercrombie,6,6
The Midnight Witch,Paula Brackston,6,6
"The Rose Garden: A haunting, romantic story of England past and present",Susanna Kearsley,6,6
Doomsday Book,Connie Willis,6,6
"Mariana: An enchanting, ethereal tale that bends time and place",Susanna Kearsley,6,6
Valor (Faithful and the Fallen),John Gwynne,2,2
The Philosophy of Tolkien: The Worldview Behind the Lord of the Rings,Peter Kreeft,2,2
More Annotated Alice: Alice's Adventures in Wonderland & Through the Looking Glass,Martin Gardner,6,6
The Fantastic: A Structural Approach to a Literary Genre (Cornell Paperbacks),Tzvetan Todorov,5,5
Critical Theory and Science Fiction,Carl Freedman,5,5
The Battle for Middle-earth: Tolkien's Divine Design in The Lord of the Rings,Fleming Rutledge,4,4
"Suffocating Mothers: Fantasies of Maternal Origin in Shakespeare's Plays, Hamlet to the Tempest",Janet Adelman,5,5
Defending Middle-Earth: Tolkien: Myth and Modernity,Patrick Curry,2,2
The Lord of the Rings and Philosophy: One Book to Rule Them All (Popular Culture and Philosophy),Gregory Bassham,4,4
Strange Writing: Anomaly Accounts in Early Medieval China (SUNY series in Chinese Philosophy and Culture),Robert Ford Campany,6,6
The Imperial Archive: Knowledge and the Fantasy of Empire,Thomas Richards,0,0
Strategies of Fantasy,Brian Attebery,6,6
Branches to Heaven,James Como,6,6
Splintered Light: Logos and Language in Tolkien's World,Verlyn Flieger,0,0
Superman: The Ultimate Guide to the Man of Steel,Scott Beatty,0,0
The Connecticut Yankee in the Twentieth Century: Travel to the Past in Science Fiction (Contributions to the Study of Science Fiction and Fantasy),Bud Foote,6,6
T.H. White's The Once and Future King (Arthurian Studies),Elisabeth Brewer,6,6
Monsters Are Attacking Tokyo!: The Incredible World of Japanese Fantasy Films,Stuart Galbraith IV,5,5
Fantasy: The Liberation of Imagination (Twayne's Studies in Literary Themes & Genres),Richard Mathews,5,5
"Walking through the Wardrobe: A Devotional Quest into The Lion, The Witch, and The Wardrobe",Sarah Arthur,6,6
"The Seduction of the Mediterranean: Writing, Art and Homosexual Fantasy",Robert Aldrich,6,6
The Unknown Poe,Edgar Allan Poe,6,6
Reaper Man (Discworld),Terry Pratchett,0,0
In A Moment Of Time: Love That Crosses the Boundaries of Time,Chris Clark Davidson,6,6
Men at Arms (Discworld),Terry Pratchett,5,5
Soul Music: A Novel of Discworld,Terry Pratchett,6,6
Snuff (Discworld),Terry Pratchett,6,6
Lords and Ladies (Discworld),Terry Pratchett,6,6
Jingo: A Novel of Discworld,Terry Pratchett,6,6
Going Postal (Discworld),Terry Pratchett,6,6
Secondhand Souls CD: A Novel,Christopher Moore,7,7
